Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
2.2619047619047614,1.0,3.7186828919112385,1.7857142857142858,1.25,0.0,0.0,2.214285714285714,0.0,1.25,1.6666666666666667,0.9921011058451816,2.4669745031118246,2.7777777777777777,0.0,1.4285714285714288,0.0,0.0,0.0,1.875,1.6666666666666667,0.0,0.125,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
3.9285714285714284,1.0,4.3700787401574805,0.5357142857142857,3.75,0.0,5.0,0.2857142857142856,3.333333333333333,0.0,3.333333333333333,0.3823064770932069,1.653884762095965,5.0,5.0,0.35714285714285676,0.0,3.333333333333333,5.0,2.25,1.6666666666666667,5.0,1.25,0.0,0.6666666666666666,2.058823529411765,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0
2.857142857142857,0.0,1.6213314244810308,4.464285714285714,2.5,3.333333333333333,0.0,3.357142857142857,3.333333333333333,3.75,1.6666666666666667,3.295418641390205,2.563742220437663,2.7777777777777777,0.0,1.0714285714285712,0.0,5.0,1.6666666666666667,2.875,1.6666666666666667,5.0,2.5,1.1111111111111112,1.3333333333333333,2.3529411764705883,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
2.619047619047619,0.0,3.6578382247673584,0.0,1.25,1.6666666666666667,5.0,1.9285714285714284,0.0,1.25,5.0,1.6977356503422851,2.2443284481027903,1.1111111111111112,5.0,3.928571428571429,5.0,3.333333333333333,5.0,0.75,1.6666666666666667,1.6666666666666667,0.5,0.8333333333333334,0.0,0.5882352941176471,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
4.404761904761905,1.0,2.229778095919828,0.17857142857142858,2.5,5.0,5.0,3.4285714285714284,3.333333333333333,5.0,0.0,4.9631384939441805,3.8355751857056815,2.7777777777777777,5.0,0.7142857142857144,0.0,5.0,1.6666666666666667,3.0,1.6666666666666667,3.333333333333333,0.625,0.5555555555555556,0.3333333333333333,1.1764705882352942,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2.142857142857143,0.0,1.9076592698639945,3.035714285714286,0.0,1.6666666666666667,0.0,3.0714285714285716,3.333333333333333,0.0,5.0,0.3012111637704055,1.1260791005822124,0.5555555555555556,0.0,0.7142857142857144,0.0,0.0,0.0,1.0,1.6666666666666667,3.333333333333333,1.0,0.2777777777777778,0.3333333333333333,2.058823529411765,5.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1.6666666666666665,0.0,3.278453829634932,0.3571428571428571,1.25,3.333333333333333,0.0,0.6428571428571428,3.333333333333333,2.5,5.0,2.6724591890468665,3.4689821321019876,1.6666666666666667,0.0,1.4285714285714288,0.0,5.0,0.0,1.25,5.0,3.333333333333333,0.875,1.9444444444444446,2.333333333333333,2.058823529411765,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
0.833333333333333,0.0,1.7215461703650679,0.5357142857142857,0.0,3.333333333333333,5.0,4.071428571428571,1.6666666666666667,1.25,0.0,0.85492364402317,3.2242521582011645,0.5555555555555556,0.0,0.35714285714285676,0.0,0.0,0.0,0.625,0.8333333333333334,5.0,0.625,0.5555555555555556,0.0,0.8823529411764706,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
0.23809523809523814,1.0,0.09663564781675021,0.5357142857142857,2.5,0.0,5.0,3.857142857142857,3.333333333333333,0.0,0.0,0.517114270668773,2.191126279863481,0.5555555555555556,0.0,2.8571428571428568,0.0,1.6666666666666667,0.0,0.125,1.6666666666666667,3.333333333333333,0.125,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2.857142857142857,0.0,2.534001431639227,3.9285714285714293,5.0,0.0,0.0,1.0,3.333333333333333,3.75,5.0,3.9449710373880986,2.7719333467175264,1.1111111111111112,0.0,1.0714285714285712,0.0,1.6666666666666667,0.0,2.0,1.6666666666666667,3.333333333333333,0.125,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0
